"Ticker.symbol","date","GICS.Sector","Address.of.Headquarters","close","X","Accounts.Payable","Accounts.Receivable","Add.l.income.expense.items","After.Tax.ROE","Capital.Expenditures","Capital.Surplus","Cash.Ratio","Cash.and.Cash.Equivalents","Changes.in.Inventories","Common.Stocks","Cost.of.Revenue","Current.Ratio","Deferred.Asset.Charges","Deferred.Liability.Charges","Depreciation","Earnings.Before.Interest.and.Tax","Earnings.Before.Tax","Effect.of.Exchange.Rate","Equity.Earnings.Loss.Unconsolidated.Subsidiary","Fixed.Assets","Goodwill","Gross.Margin","Gross.Profit","Income.Tax","Intangible.Assets","Interest.Expense","Inventory","Investments","Liabilities","Long.Term.Debt","Long.Term.Investments","Minority.Interest","Misc..Stocks","Net.Borrowings","Net.Cash.Flow","Net.Cash.Flow.Operating","Net.Cash.Flows.Financing","Net.Cash.Flows.Investing","Net.Income","Net.Income.Adjustments","Net.Income.Applicable.to.Common.Shareholders","Net.Income.Cont..Operations","Net.Receivables","Non.Recurring.Items","Operating.Income","Operating.Margin","Other.Assets","Other.Current.Assets","Other.Current.Liabilities","Other.Equity","Other.Financing.Activities","Other.Investing.Activities","Other.Liabilities","Other.Operating.Activities","Other.Operating.Items","Pre.Tax.Margin","Pre.Tax.ROE","Profit.Margin","Quick.Ratio","Research.and.Development","Retained.Earnings","Sale.and.Purchase.of.Stock","Sales..General.and.Admin.","Short.Term.Debt...Current.Portion.of.Long.Term.Debt","Short.Term.Investments","Total.Assets","Total.Current.Assets","Total.Current.Liabilities","Total.Equity","Total.Liabilities","Total.Liabilities...Equity","Total.Revenue","Treasury.Stock","For.Year","Earnings.Per.Share","Estimated.Shares.Outstanding"
"BDX","2015-09-30","Health Care","Franklin Lakes, New Jersey",132.660004,216,2.93e+09,-2e+06,3.6e+07,10,-5.96e+08,4.475e+09,35,1.424e+09,2e+08,3.33e+08,5.587e+09,129,0,2.43e+09,8.91e+08,1.11e+09,7.39e+08,-3.8e+07,0,4.06e+09,7.537e+09,46,4.695e+09,4.4e+07,7.386e+09,3.71e+08,1.959e+09,8.4e+08,1.73e+08,1.137e+10,1.118e+09,0,0,6.655e+09,-4.36e+08,1.73e+09,6.19e+09,-8.318e+09,6.95e+08,-1.7e+08,6.95e+08,6.95e+08,1.618e+09,4.26e+08,1.074e+09,10,7.17e+08,5.63e+08,0,-1.718e+09,0,-8.561e+09,1.133e+09,-5.8e+07,0,7,10,7,84,6.32e+08,1.2314e+10,-2.7e+07,2.563e+09,1.452e+09,9.5e+07,2.6478e+10,5.659e+09,4.381e+09,7.164e+09,1.9314e+10,2.6478e+10,1.0282e+10,-8.239e+09,2015,3.43,202623906.706
"BDX","2016-09-30","Health Care","Franklin Lakes, New Jersey",179.729996,217,3.21e+09,-1.28e+08,3.2e+07,13,-6.93e+08,4.693e+09,43,1.541e+09,6.9e+07,3.33e+08,6.492e+09,145,0,1.684e+09,1.114e+09,1.462e+09,1.074e+09,-1.2e+07,0,3.901e+09,7.419e+09,48,5.991e+09,9.7e+07,6.351e+09,3.88e+08,1.719e+09,-1e+06,3.36e+08,1.055e+10,7.96e+08,0,0,-1.252e+09,1.17e+08,2.559e+09,-1.761e+09,-6.69e+08,9.76e+08,-2.3e+08,9.76e+08,9.77e+08,1.618e+09,7.28e+08,1.43e+09,11,7.53e+08,1.122e+09,1.89e+08,-1.907e+09,0,2.5e+07,1.319e+09,4.22e+08,0,9,14,8,106,8.28e+08,1.2727e+10,-3.2e+07,3.005e+09,1.001e+09,3.66e+08,2.5586e+10,6.367e+09,4.4e+09,7.633e+09,1.7953e+10,2.5586e+10,1.2483e+10,-8.212e+09,2016,4.59,212636165.577
"BHI","2013-12-31","Energy","Houston, Texas",55.259998,218,4.079e+09,-4.53e+08,0,6,-2.085e+09,7.341e+09,31,1.399e+09,-1.2e+08,4.38e+08,1.8553e+10,247,0,8.21e+08,1.698e+09,1.949e+09,1.715e+09,-1.1e+07,0,9.076e+09,5.966e+09,17,3.811e+09,6.12e+08,8.83e+08,2.34e+08,3.884e+09,0,8.14e+08,3.882e+09,0,1.99e+08,0,-5.71e+08,3.84e+08,3.161e+09,-1.103e+09,-1.663e+09,1.096e+09,-8.4e+07,1.096e+09,1.096e+09,5.518e+09,0,1.949e+09,9,7.14e+08,4.94e+08,0,-5.04e+08,-1.6e+07,4.22e+08,7.41e+08,2.03e+08,0,8,10,5,162,5.56e+08,1.0438e+10,-2.49e+08,1.306e+09,4.99e+08,0,2.7934e+10,1.1295e+10,4.578e+09,1.7713e+10,1.0221e+10,2.7934e+10,2.2364e+10,0,2013,2.47,443724696.356
"BHI","2014-12-31","Energy","Houston, Texas",56.07,219,4.417e+09,-5.24e+08,0,9,-1.791e+09,7.062e+09,38,1.74e+09,-2.96e+08,4.34e+08,1.9746e+10,260,0,7.4e+08,1.814e+09,2.859e+09,2.627e+09,-1.4e+07,0,9.063e+09,6.081e+09,20,4.805e+09,8.96e+08,8.12e+08,2.32e+08,4.074e+09,0,3.81e+08,3.913e+09,0,1.05e+08,0,-2.48e+08,3.41e+08,2.953e+09,-9.39e+08,-1.659e+09,1.719e+09,-1.06e+08,1.719e+09,1.719e+09,5.836e+09,0,2.859e+09,12,8.26e+08,3.95e+08,0,-7.49e+08,-2.8e+07,1.32e+08,8.07e+08,-4.7e+07,0,11,14,7,172,6.13e+08,1.1878e+10,-3.84e+08,1.333e+09,2.2e+08,0,2.8827e+10,1.2045e+10,4.637e+09,1.8625e+10,1.0202e+10,2.8827e+10,2.4551e+10,0,2014,3.93,437404580.153
"BHI","2015-12-31","Energy","Houston, Texas",46.150002,220,2.624e+09,1.943e+09,0,12,-9.65e+08,7.261e+09,84,2.324e+09,7.03e+08,4.37e+08,1.4415e+10,334,0,2.52e+08,1.742e+09,-2.396e+09,-2.613e+09,-2.5e+07,0,6.693e+09,6.07e+09,8,1.327e+09,-6.39e+08,5.83e+08,2.17e+08,2.917e+09,-3.1e+08,-1.654e+09,3.89e+09,0,8.4e+07,0,-4.5e+07,5.84e+08,1.796e+09,-2.82e+08,-9.05e+08,-1.967e+09,1.172e+09,-1.967e+09,-1.967e+09,3.217e+09,2.288e+09,-2.396e+09,15,1.466e+09,8.1e+08,0,-1.005e+09,-5.6e+07,3.7e+08,7.81e+08,-1.36e+08,0,17,16,12,229,4.66e+08,9.614e+09,1.16e+08,9.69e+08,1.51e+08,0,2.408e+10,9.268e+09,2.775e+09,1.6298e+10,7.782e+09,2.408e+10,1.5742e+10,-9e+06,2015,-4.49,438084632.517
"BIIB","2013-12-31","Health Care","Weston, Massachusetts",279.570007,222,1754785000,-1.11e+08,-1e+07,22,-246300000,4023651000,70,602562000,-243900000,128000,857700000,181,0,232554000,531700000,2505500000,2505500000,8e+06,-17200000,1750710000,1232916000,88,6074500000,6.01e+08,4474653000,0,659003000,1.912e+09,602600000,592433000,1220122000,596000,0,-452400000,23900000,2345100000,-716500000,-1604700000,1862300000,-136400000,1862300000,1887300000,1077068000,0,2515500000,36,0,226134000,0,-27745000,-4100000,-3270400000,659231000,-160200000,342900000,36,29,27,144,1444100000,6349135000,-333500000,1.797e+09,3494000,620167000,11863335000,3184934000,1758279000,8620242000,3243093000,11863335000,6932200000,-1724927000,2013,7.86,236933842.239
"BIIB","2014-12-31","Health Care","Weston, Massachusetts",339.450012,223,2.215e+09,-543100000,-9e+06,27,-287800000,4196200000,83,1204900000,-185900000,1e+05,1.171e+09,204,0,52200000,688100000,3963400000,3963400000,-40900000,-15100000,1765700000,1760200000,88,8532300000,989900000,4028500000,0,8.04e+08,-864200000,353300000,580300000,2225300000,5e+06,0,-2700000,643200000,2942100000,-755900000,-1.543e+09,2934800000,-203200000,2934800000,2951600000,1575800000,0,3972400000,41,0,309800000,0,-59500000,-17700000,-3.91e+08,650100000,-108700000,489800000,41,37,30,168,1893400000,9283900000,-831900000,2193400000,3100000,640500000,14314700000,4.535e+09,2218100000,1.0809e+10,3505700000,14314700000,9703300000,-2611700000,2014,12.42,236296296.296
"BIIB","2015-12-31","Health Care","Weston, Massachusetts",306.350006,224,2572900000,-2100000,-123700000,38,-6.43e+08,0,133,1.308e+09,-174400000,1e+05,1240400000,260,0,124900000,600400000,4767300000,4767300000,-45800000,-12500000,2187600000,2663800000,88,9523400000,1161600000,4085100000,0,893400000,-2801900000,-2.72e+08,6521500000,3.868e+09,2100000,0,5928400000,148900000,3716100000,986400000,-4553600000,3.547e+09,9.8e+07,3.547e+09,3.547e+09,1541500000,93400000,4.891e+09,45,0,836900000,0,-2.24e+08,-74400000,-1108700000,905800000,-1.27e+08,382600000,44,51,33,225,2012800000,12208400000,-4945800000,2143600000,4800000,2120500000,19504800000,6700300000,2577700000,9372800000,1.0132e+10,19504800000,10763800000,-2611700000,2015,15.38,230624187.256
"BK","2012-12-31","Financials","New York, New York",25.700001,226,3.9506e+10,0,1.62e+08,7,-6.52e+08,2.3485e+10,NA,1.4534e+11,0,1.3e+07,0,NA,0,0,1.246e+09,3.891e+09,3.357e+09,2.2e+07,0,1.659e+09,1.8075e+10,100,1.4528e+10,8.42e+08,4.809e+09,5.34e+08,0,-1.9781e+10,-1.95e+08,3.8238e+10,1.67526e+11,8.33e+08,1.78e+08,2.714e+09,5.52e+08,1.629e+09,2.8288e+10,-2.9387e+10,2.437e+09,-5.25e+08,2.419e+09,2.437e+09,5.93e+08,1.083e+09,3.195e+09,22,2.0988e+10,0,2.46095e+11,-6.43e+08,2.623e+10,2.97e+08,6.039e+09,-1.412e+09,3.04e+08,23,9,17,NA,0,1.4622e+10,-1.5e+07,1.039e+10,7.765e+09,0,3.5899e+11,0,0,3.6431e+10,3.22559e+11,3.5899e+11,1.4528e+10,-2.114e+09,2012,2.04,1194607843.14
"BK","2013-12-31","Financials","New York, New York",34.939999,227,3.841e+10,0,1.41e+08,6,-6.09e+08,2.4002e+10,NA,1.5528e+11,0,1.3e+07,0,NA,0,0,1.389e+09,4.12e+09,3.777e+09,-4.6e+07,0,1.655e+09,1.8073e+10,100,1.4942e+10,1.592e+09,4.452e+09,3.43e+08,0,-6.05e+09,-4.65e+08,3.7557e+10,1.72994e+11,7.83e+08,2.3e+08,2.776e+09,1.733e+09,-6.42e+08,1.5621e+10,-1.32e+10,2.104e+09,1.95e+08,2.04e+09,2.104e+09,6.21e+08,6.66e+08,3.636e+09,24,2.1441e+10,0,2.61129e+11,-8.92e+08,1.3833e+10,1.69e+08,4.873e+09,-3.946e+09,3.07e+08,25,10,14,NA,0,1.5952e+10,-2.44e+08,1.0894e+10,9.744e+09,0,3.74516e+11,0,0,3.7497e+10,3.37019e+11,3.74516e+11,1.4942e+10,-3.14e+09,2013,1.75,1202285714.29
"BK","2014-12-31","Financials","New York, New York",40.57,228,4.9265e+10,0,9.1e+07,7,-7.91e+08,2.4626e+10,NA,1.43449e+11,0,1.3e+07,0,NA,0,0,1.292e+09,3.917e+09,3.563e+09,-1.28e+08,0,1.394e+09,1.7869e+10,100,1.5649e+10,9.12e+08,4.127e+09,3.54e+08,0,-2.925e+10,-9.41e+08,3.6144e+10,1.96763e+11,1.033e+09,2.29e+08,7.644e+09,5.1e+08,4.484e+09,7.829e+09,-1.1675e+10,2.567e+09,-1.154e+09,2.494e+09,2.567e+09,6.07e+08,1.75e+09,3.472e+09,22,2.1094e+10,0,2.65869e+11,-1.634e+09,2.291e+09,9.33e+08,5.034e+09,2.636e+09,2.5e+08,23,10,16,NA,0,1.7683e+10,-1.273e+09,1.0749e+10,1.1469e+10,0,3.85303e+11,0,0,3.7441e+10,3.47862e+11,3.85303e+11,1.5649e+10,-4.809e+09,2014,2.17,1182949308.76
"BK","2015-12-31","Financials","New York, New York",41.220001,229,4.9786e+10,0,8.3e+07,8,-6.01e+08,2.5262e+10,NA,1.59259e+11,0,1.3e+07,0,NA,0,0,1.457e+09,4.535e+09,4.235e+09,4.2e+07,0,1.379e+09,1.7618e+10,100,1.4951e+10,1.013e+09,3.842e+09,3e+08,0,-6.772e+09,-8.52e+08,2.68e+10,1.91321e+11,7.38e+08,2e+08,5.185e+09,-4.33e+08,4.127e+09,1.5185e+10,-1.9787e+10,3.158e+09,7.14e+08,3.053e+09,3.158e+09,5.62e+08,7.12e+08,4.152e+09,28,1.9799e+10,0,2.7961e+11,-2.6e+09,1.1878e+10,3.7e+08,5.507e+09,-4.14e+08,4.21e+08,28,11,21,NA,0,1.9974e+10,-1.013e+09,1.0453e+10,1.5002e+10,0,3.9378e+11,0,0,3.8037e+10,3.55743e+11,3.9378e+11,1.4951e+10,-7.164e+09,2015,2.73,1156776556.78
"BLL","2012-12-31","Materials","Broomfield, Colorado",44.75,230,1225300000,6e+05,-15100000,36,-3.05e+08,0,10,174100000,29100000,1026300000,7.174e+09,139,0,207900000,282900000,775400000,595600000,-2e+06,-1300000,2276700000,2359400000,18,1561700000,172200000,531600000,179800000,1044400000,0,10600000,3085300000,0,175400000,0,77800000,8300000,853200000,-486900000,-3.56e+08,396300000,101500000,396300000,422100000,1120900000,0,790500000,9,0,0,240700000,-352400000,-8800000,-5.1e+07,1238100000,14300000,282900000,7,53,5,77,0,3580800000,-494100000,488300000,219800000,0,7507100000,2339400000,1685800000,1114600000,6392500000,7507100000,8735700000,-3140100000,2012,2.61,151839080.46
"BLL","2013-12-31","Materials","Broomfield, Colorado",51.66,231,1240100000,80200000,-2.8e+07,33,-378300000,0,22,4.16e+08,21400000,1078400000,6875400000,128,0,261500000,299900000,767400000,583600000,-1.4e+07,6e+05,2372300000,2399700000,19,1592700000,149600000,577500000,183800000,1028300000,0,-40100000,3182500000,0,191400000,0,290600000,241900000,8.39e+08,-2.04e+08,-379100000,406800000,42700000,406800000,434600000,1026600000,0,795400000,9,0,0,264700000,-249900000,-20600000,-8e+05,1.033e+09,2200000,299900000,7,48,5,75,0,3947700000,-398800000,497400000,422600000,0,7820400000,2470900000,1927400000,1224600000,6595800000,7820400000,8468100000,-3551600000,2013,2.79,145806451.613
"BLL","2014-12-31","Materials","Broomfield, Colorado",68.169998,232,1609900000,-152300000,-33100000,45,-390800000,0,10,191400000,-23800000,1131300000,6903500000,115,0,152500000,280900000,805500000,645600000,-4e+05,2300000,2430700000,2254500000,19,1666500000,149900000,572300000,159900000,1016700000,0,363300000,2993800000,0,206500000,0,-417700000,-224600000,1012500000,-845300000,-391400000,4.7e+08,65700000,4.7e+08,4.98e+08,1105400000,0,838600000,10,0,0,221800000,-522100000,5200000,-6e+05,1178300000,-19300000,280900000,8,62,5,65,0,4346900000,-360100000,5.47e+08,175100000,0,7.571e+09,2313500000,2006800000,1033100000,6537900000,7.571e+09,8.57e+09,-3.923e+09,2014,3.39,138643067.847
"BLL","2015-12-31","Materials","Broomfield, Colorado",72.730003,233,1730200000,34800000,-116500000,22,-527900000,0,10,2.24e+08,96900000,961700000,6460300000,102,0,172700000,285500000,488700000,345500000,9500000,4400000,2685900000,2176500000,19,1536700000,4.7e+07,576200000,143200000,898400000,0,-1.8e+07,5054200000,0,1e+07,0,2001200000,32600000,1006700000,1737100000,-2720700000,280900000,278100000,280900000,302900000,1061600000,0,605200000,8,2154400000,0,334100000,-639900000,-92800000,-2192800000,1147200000,26500000,285500000,4,28,4,60,0,4557500000,-99500000,6.46e+08,77300000,0,9.777e+09,2.184e+09,2141600000,1251300000,8525700000,9.777e+09,7.997e+09,-3.628e+09,2015,2.05,137024390.244
"BMY","2012-12-31","Health Care","New York, New York",32.59,234,6.628e+09,6.48e+08,8e+07,14,-5.48e+08,2.694e+09,34,1.656e+09,-1.03e+08,2.21e+08,4.61e+09,115,2.03e+08,4.407e+09,6.81e+08,2.34e+09,2.34e+09,-1e+06,0,5.333e+09,7.635e+09,74,1.3011e+10,-1.61e+08,8.778e+09,0,1.657e+09,1.283e+09,1.3e+07,6.568e+09,3.523e+09,1.5e+07,0,-1.09e+08,-4.12e+09,6.941e+09,-4.333e+09,-6.727e+09,1.96e+09,4.39e+09,1.96e+09,1.96e+09,4.68e+09,1.83e+09,2.26e+09,13,9.04e+08,3.55e+08,8.25e+08,-3.202e+09,0,-7.462e+09,3.005e+09,-1.189e+09,0,13,17,11,95,3.904e+09,3.2733e+10,-1.94e+09,5.017e+09,8.26e+08,1.173e+09,3.5897e+10,9.521e+09,8.279e+09,1.3623e+10,2.2274e+10,3.5897e+10,1.7621e+10,-1.8823e+10,2012,1.17,1675213675.21
"BMY","2013-12-31","Health Care","New York, New York",53.150002,235,6.394e+09,-5.04e+08,-2.05e+08,17,-5.37e+08,1.922e+09,36,3.586e+09,-4.5e+07,2.21e+08,4.619e+09,152,5.08e+08,7.69e+08,7.63e+08,2.891e+09,2.891e+09,2.5e+07,0,4.579e+09,7.096e+09,72,1.1766e+10,3.11e+08,2.318e+09,0,1.498e+09,-4.4e+07,1.503e+09,7.981e+09,3.747e+09,8.2e+07,0,1.09e+09,1.93e+09,3.545e+09,-1.068e+09,-5.72e+08,2.563e+09,8e+06,2.563e+09,2.563e+09,5.061e+09,0,3.096e+09,19,1.428e+09,7.832e+09,5.687e+09,-2.141e+09,0,9e+06,2.166e+09,-7.6e+08,0,18,19,16,140,3.731e+09,3.2952e+10,1.31e+08,4.939e+09,3.59e+08,9.39e+08,3.8592e+10,1.8916e+10,1.244e+10,1.5154e+10,2.3438e+10,3.8592e+10,1.6385e+10,-1.78e+10,2013,1.56,1642948717.95
"BMY","2014-12-31","Health Care","New York, New York",59.029999,236,6.704e+09,-2.52e+08,-2.1e+08,13,-5.26e+08,1.507e+09,88,5.571e+09,-2.54e+08,2.21e+08,3.932e+09,173,9.15e+08,7.7e+08,4.67e+08,2.381e+09,2.381e+09,5.8e+07,0,4.417e+09,7.027e+09,75,1.1947e+10,3.52e+08,1.753e+09,0,1.56e+09,-1.624e+09,7.4e+08,7.242e+09,4.408e+09,1.31e+08,0,-4.32e+08,1.985e+09,3.148e+09,-2.437e+09,1.216e+09,2.004e+09,4.51e+08,2.004e+09,2.004e+09,5.034e+09,0,2.591e+09,16,6.21e+08,5.79e+08,1.167e+09,-2.425e+09,0,3.366e+09,2.293e+09,-3.3e+07,0,15,16,13,154,4.534e+09,3.2541e+10,2.88e+08,4.822e+09,5.9e+08,1.864e+09,3.3749e+10,1.4608e+10,8.461e+09,1.4852e+10,1.8897e+10,3.3749e+10,1.5879e+10,-1.6992e+10,2014,1.21,1656198347.11
"BMY","2015-12-31","Health Care","New York, New York",68.790001,237,6.875e+09,-9.42e+08,1.87e+08,11,-8.2e+08,1.459e+09,53,2.385e+09,9.7e+07,2.21e+08,3.909e+09,130,2.844e+09,5.86e+08,3.76e+08,2.077e+09,2.077e+09,-9.5e+07,0,4.412e+09,6.881e+09,76,1.2651e+10,4.46e+08,1.419e+09,0,1.221e+09,-3.49e+08,-6.54e+08,6.55e+09,4.66e+09,1.58e+08,0,-1.138e+09,-3.186e+09,1.832e+09,-3.351e+09,-1.572e+09,1.565e+09,8.53e+08,1.565e+09,1.565e+09,4.299e+09,0,1.89e+09,11,1.117e+09,6.25e+08,1.003e+09,-2.468e+09,0,-4.03e+08,2.171e+09,4.71e+08,0,13,15,9,115,5.92e+09,3.1613e+10,2.66e+08,4.841e+09,1.39e+08,1.885e+09,3.1748e+10,1.0415e+10,8.017e+09,1.4266e+10,1.7482e+10,3.1748e+10,1.656e+10,-1.6559e+10,2015,0.94,1664893617.02
"BSX","2012-12-31","Health Care","Marlborough, Massachusetts[4]",5.73,238,1.516e+09,3.7e+07,3.7e+07,59,-2.26e+08,1.6429e+10,12,2.07e+08,6.6e+07,1.5e+07,2.349e+09,171,0,1.713e+09,6.83e+08,-3.846e+09,-4.107e+09,3e+06,0,1.564e+09,5.973e+09,68,4.9e+09,-3.9e+07,6.289e+09,2.61e+08,8.84e+08,-1.3e+07,2.69e+08,4.252e+09,0,0,0,-1.9e+07,-6e+07,1.28e+09,-7.64e+08,-5.79e+08,-4.068e+09,4.361e+09,-4.068e+09,-4.068e+09,1.65e+09,4.973e+09,-3.868e+09,53,3.06e+08,2.81e+08,2.52e+08,-3.3e+07,-1.66e+08,-3.4e+08,2.547e+09,-6.8e+07,3.95e+08,57,60,56,121,8.86e+08,-8.449e+09,-5.79e+08,2.529e+09,4e+06,0,1.7154e+10,3.022e+09,1.772e+09,6.87e+09,1.0284e+10,1.7154e+10,7.249e+09,-1.092e+09,2012,-2.89,1407612456.75
"BSX","2013-12-31","Health Care","Marlborough, Massachusetts[4]",12.02,239,1.594e+09,-1.01e+08,1.9e+07,2,-2.45e+08,1.6579e+10,12,2.17e+08,-7e+06,1.6e+07,2.174e+09,165,0,1.402e+09,6.89e+08,1.01e+08,-2.23e+08,-1e+06,0,1.546e+09,5.693e+09,70,4.969e+09,-1.02e+08,5.95e+09,3.24e+08,8.97e+08,-3.9e+07,2e+08,4.237e+09,0,0,0,-1e+07,1e+07,1.11e+09,-6.24e+08,-4.75e+08,-1.21e+08,3.59e+08,-1.21e+08,-1.21e+08,1.595e+09,9.38e+08,1.2e+08,2,3.71e+08,3.02e+08,2.27e+08,1.06e+08,-1.88e+08,-1.91e+08,2.569e+09,9.1e+07,4.1e+08,3,3,2,116,8.61e+08,-8.57e+09,-4.26e+08,2.678e+09,3e+06,0,1.6571e+10,3.011e+09,1.824e+09,6.539e+09,1.0032e+10,1.6571e+10,7.143e+09,-1.592e+09,2013,-0.09,1344444444.44
"BSX","2014-12-31","Health Care","Marlborough, Massachusetts[4]",13.25,240,2.212e+09,5.3e+07,2e+07,2,-2.59e+08,1.6703e+10,21,5.87e+08,-8.1e+07,1.6e+07,2.21e+09,127,0,1.214e+09,7.34e+08,-2.93e+08,-5.09e+08,-4e+06,0,1.507e+09,5.898e+09,70,5.17e+09,-3.9e+08,5.606e+09,2.16e+08,9.46e+08,-1.2e+07,1.023e+09,3.841e+09,0,0,0,0,3.7e+08,1.269e+09,-1.5e+08,-7.45e+08,-1.19e+08,-3.08e+08,-1.19e+08,-1.19e+08,1.63e+09,1.411e+09,-3.01e+08,4,4.07e+08,4.43e+08,2.31e+08,1.44e+08,-8.5e+07,-4.74e+08,2.666e+09,-3.3e+07,4.38e+08,7,8,2,93,8.17e+08,-8.689e+09,-6.5e+07,2.817e+09,4.03e+08,0,1.7024e+10,3.606e+09,2.846e+09,6.457e+09,1.0567e+10,1.7024e+10,7.38e+09,-1.717e+09,2014,-0.09,1322222222.22
"BSX","2015-12-31","Health Care","Marlborough, Massachusetts[4]",18.440001,241,2.179e+09,-1.7e+07,-3.9e+07,4,-2.47e+08,1.686e+10,13,3.19e+08,3e+06,1.6e+07,2.173e+09,143,0,7.35e+08,8.05e+08,-3.66e+08,-6.5e+08,-4e+06,0,1.49e+09,6.473e+09,71,5.304e+09,-4.11e+08,6.194e+09,2.84e+08,1.016e+09,-2.05e+08,3.17e+08,5.674e+09,0,0,0,1.43e+09,-2.68e+08,6e+08,1.322e+09,-2.186e+09,-2.39e+08,-2.46e+08,-2.39e+08,-2.39e+08,1.771e+09,1.264e+09,-3.27e+08,4,5.05e+08,3.65e+08,2.48e+08,8.8e+07,-2.22e+08,-1.734e+09,2.974e+09,-2.3e+07,4.95e+08,9,10,3,101,8.76e+08,-8.927e+09,1.14e+08,2.996e+09,3e+06,0,1.8133e+10,3.471e+09,2.43e+09,6.32e+09,1.1813e+10,1.8133e+10,7.477e+09,-1.717e+09,2015,-0.18,1327777777.78
"BWA","2013-12-31","Consumer Discretionary","Auburn Hills, Michigan",55.91,242,1422300000,-91700000,4800000,18,-417800000,1121900000,58,939500000,-14800000,2500000,5879100000,172,0,0,299400000,8.6e+08,825800000,25200000,43500000,1939400000,1.197e+09,21,1557500000,218300000,0,34200000,458100000,0,3100000,1.021e+09,405100000,71800000,0,212500000,223800000,718800000,-135400000,-384800000,624300000,40900000,624300000,624300000,1317200000,0,855200000,11,5.77e+08,83700000,0,-1.4e+07,0,3.3e+07,639700000,-169100000,0,11,23,8,144,0,3177400000,-233400000,702300000,201600000,0,6.917e+09,2798500000,1623900000,3560600000,3356400000,6.917e+09,7436600000,-727200000,2013,2.73,228681318.681
"BWA","2014-12-31","Consumer Discretionary","Auburn Hills, Michigan",54.950001,243,1544500000,-248700000,5500000,18,-5.63e+08,1112400000,37,797800000,-39700000,2500000,6548700000,137,0,0,330400000,969200000,932800000,-76700000,47300000,2093900000,1205700000,21,1756400000,292600000,151100000,36400000,505700000,0,100400000,716300000,403300000,74700000,0,-411100000,-141700000,801800000,-201700000,-665100000,655800000,118100000,655800000,655800000,1537100000,0,963700000,12,403200000,130200000,0,-383600000,0,-102100000,652600000,-146200000,0,11,26,8,114,0,3717100000,-146600000,792700000,623700000,0,7.228e+09,2970800000,2168200000,3616200000,3611800000,7.228e+09,8305100000,-832200000,2014,2.89,226920415.225
"BWA","2015-12-31","Consumer Discretionary","Auburn Hills, Michigan",43.23,244,1915800000,-81800000,7500000,17,-577300000,1109700000,25,577700000,-52900000,2500000,6320100000,133,0,0,320200000,947200000,886800000,-65500000,4e+07,2448100000,1757700000,21,1703100000,280400000,543800000,60400000,723600000,13100000,57700000,2108900000,460900000,77800000,0,1539400000,-220100000,867900000,736600000,-1759100000,609700000,82800000,609700000,609700000,1.665e+09,0,939700000,12,4.8e+08,168900000,0,-610200000,0,-1194900000,728100000,-104500000,0,11,25,8,102,0,4210100000,-346100000,763400000,441400000,0,8825700000,3135200000,2357200000,3553700000,5.272e+09,8825700000,8023200000,-1158400000,2015,2.72,224154411.765
"BXP","2012-12-31","Real Estate","Boston, Massachusetts",105.809998,246,382051000,23155000,7027000,6,-1144449000,5222073000,NA,1041978000,0,1516000,667208000,NA,588235000,0,454044000,651801000,240831000,0,0,11959168000,0,64,1179978000,0,0,410970000,0,-189332000,-68257000,8912369000,672088000,537789000,97558000,3750000,-781230000,642949000,-146147000,-1278032000,289650000,-38031000,289650000,242967000,1055061000,0,640321000,35,90610000,0,0,-13817000,0,55749000,324613000,-60101000,445875000,13,5,16,NA,0,-109985000,228924000,93782000,0,55181000,15462321000,0,0,5097065000,10254380000,15351445000,1847186000,-2722000,2012,1.93,150077720.207
"BXP","2013-12-31","Real Estate","Boston, Massachusetts",100.370003,247,867235000,-443000,11343000,13,-919735000,5662453000,NA,2365137000,0,1530000,771403000,NA,884450000,0,565397000,689341000,242461000,0,461065000,15817194000,0,64,1364136000,0,0,446880000,0,137017000,-19945000,11521508000,156738000,1302465000,99609000,705779000,1323159000,777926000,1077873000,-532640000,749811000,-561832000,741754000,612019000,711067000,8306000,678120000,32,184477000,0,0,-11556000,0,250078000,592982000,-46691000,560637000,11,4,35,NA,0,-108552000,832836000,117073000,0,57201000,20176264000,0,0,5741153000,14383799000,20124952000,2135539000,-2722000,2013,4.87,153965297.741
"BXP","2014-12-31","Real Estate","Boston, Massachusetts",128.690002,248,1289267000,12869000,167209000,8,-410612000,6270257000,NA,1763079000,0,1531000,864526000,NA,831744000,0,628573000,979664000,523921000,0,12769000,15688744000,0,64,1532472000,0,0,455743000,0,-622324000,-157037000,10086984000,212853000,2205638000,104692000,-1276037000,-602058000,695553000,-632487000,-665124000,443611000,-280681000,433111000,443611000,738594000,0,801822000,33,164432000,0,0,-9304000,0,367812000,502255000,-34228000,628573000,22,9,19,NA,0,-762464000,1520932000,102077000,0,487321000,19886767000,0,0,5697298000,14188836000,19886134000,2396998000,-2722000,2014,2.83,156753003.534
